,Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for,ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued,Not issued rate for ATVs,Uniform visas applied for,Total  uniform visas issued (including MEV),Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs),Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas
467,France,MAURITANIA,NOUAKCHOTT,20,13,0,7,35.0%,620237,622394,9477,28.1%,1,950,18.7%,"5,105","4,02",957,18.7%,0.0
1017,Italy,TUNISIA,TUNIS,0,0,0,0,0,1353293,1358210,19943,68.7%,28,"2,519",20.3%,"12,415","9,896","2,519",20.3%,0.0
546,Germany,ALGERIA,ALGIERS,0,0,0,0,0,725530,728084,10980,29.9%,24,1200,22.6%,"5,301","4,101","1,2",22.6%,0.0
842,Hungary,MALAYSIA,KUALA LUMPUR,0,0,0,0,0,1120048,1124087,16613,52.9%,0,80,48.5%,165,85,80,48.5%,0.0
513,France,SWEDEN,STOCKHOLM,0,0,0,0,0,681547,683935,10352,0,0,1,14.3%,7,5,1,14.3%,0.0
930,Italy,CUBA,HAVANA,0,0,0,0,0,1237337,1241817,18287,52.3%,11,1141,8.6%,"13,28","12,139","1,141",8.6%,0.0
925,Italy,CONGO (BRAZZAVILLE),BRAZZAVILLE,0,0,0,0,0,1230672,1235128,18192,18.5%,1,1091,55.0%,"1,985",894,"1,091",55.0%,0.0
1622,Spain,CHILE,SANTIAGO DE CHILE,4,4,0,0,0,2159654,2167607,31455,5.4%,0,100,19.0%,531,408,100,18.8%,0.0
800,Greece,USA,"HOUSTON, TX",0,0,0,0,0,1064069,1067897,15813,101.1%,9,5,0.9%,585,580,5,0.9%,0.0
1084,Lithuania,LATVIA,RIGA,0,0,0,0,0,1442592,1447845,21218,0,0,0,0,2,1,0,0,0.0
918,Italy,CANADA,VANCOUVER,0,0,0,0,0,1221343,1225763,18059,24.9%,2,7,0.7%,"1,02","1,013",7,0.7%,0.0
1345,Poland,BELARUS,BREST,0,0,0,0,0,1790460,1797023,26184,85.7%,6,211,0.3%,"74,306","74,095",211,0.3%,0.0
60,Austria,VENEZUELA,CARACAS,0,0,0,0,0,77776,77891,1732,50.0%,0,0,0,4,4,0,0,0.0
1265,Netherlands,UNITED ARAB EMIRATES,ABU DHABI,11,6,6,5,45.5%,1683834,1689996,24662,99.9%,94,955,19.8%,"4,832","3,755",960,19.9%,0.0
80,Belgium,CONGO (DEMOCRATIC REPUBLIC),LUBUMBASHI,0,0,0,0,0,104432,104648,2113,27.1%,0,72,86.7%,83,59,72,86.7%,0.0
453,France,ISRAEL,TEL AVIV,4,4,0,0,0,601577,603664,9211,13.9%,0,18,2.9%,617,581,18,2.9%,0.0
186,Czech Republic,KAZAKHSTAN,ASTANA,0,0,0,0,0,245712,246460,4130,13.3%,1,352,2.1%,"16,925","16,555",352,2.1%,0.0
1552,Slovakia,SERBIA,BELGRADE,0,0,0,0,0,2066356,2073957,30123,76.1%,0,13,22.0%,59,46,13,22.0%,0.0
161,Czech Republic,CANADA,OTTAWA,0,0,0,0,0,212391,213013,3654,25.0%,0,0,0,92,92,0,0,0.0
221,Czech Republic,UKRAINE,LVIV,0,0,0,0,0,292361,293284,4796,1.5%,1,2172,3.3%,"66,796","64,623","2,172",3.3%,0.0
101,Belgium,JAMAICA,KINGSTON,0,0,0,0,0,132422,132743,2512,35.3%,0,70,6.5%,"1,083",885,70,6.5%,0.0
692,Germany,UNITED KINGDOM,LONDON,0,0,0,0,0,920123,923410,13758,96.3%,381,192,0.8%,"23,743","23,551",192,0.8%,0.0
1563,Slovakia,USA,"WASHINGTON, DC",0,0,0,0,0,2081017,2088674,30332,84.3%,0,0,0,51,51,0,0,0.0
1527,Slovakia,CHINA,BEIJING,0,0,0,0,0,2033035,2040511,29647,9.2%,0,90,5.6%,"1,598","1,508",90,5.6%,0.0
1885,Switzerland,SWEDEN,STOCKHOLM,0,0,0,0,0,2510188,2519460,36459,100.0%,0,0,0,1,1,0,0,0.0
681,Germany,TOGO,LOME,0,0,0,0,0,905462,908693,13549,27.9%,1,385,30.9%,"1,247",862,385,30.9%,0.0
1703,Spain,NORWAY,OSLO,0,0,0,0,0,2267613,2275972,32996,0,0,0,0,7,7,0,0,0.0
1880,Switzerland,SOUTH KOREA,SEOUL,0,0,0,0,0,2503524,2512771,36364,11.3%,0,5,2.7%,182,177,5,2.7%,0.0
904,Italy,BOLIVIA,LA PAZ,0,0,0,0,0,1202683,1207033,17792,19.2%,1,556,29.8%,"1,867","1,311",556,29.8%,0.0
137,Belgium,TURKEY,ISTANBUL,0,0,0,0,0,180403,180905,3198,56.6%,2,1200,14.2%,"8,465","6,315","1,2",14.2%,0.0
1846,Switzerland,HONG KONG S.A.R.,HONG KONG,0,0,0,0,0,2458208,2467284,35717,44.3%,0,3,0.2%,"1,23","1,227",3,0.2%,0.0
1152,Netherlands,ALGERIA,ALGIERS,0,0,0,0,0,1533224,1538819,22512,79.8%,28,"3,485",59.5%,"5,861","2,742","3,485",59.5%,0.0
1304,Norway,ITALY,ROME,0,0,0,0,0,1735814,1742172,25404,0,1,0,0,1,1,0,0,0.0
627,Germany,MALTA,VALETTA,0,0,0,0,0,833489,836450,12522,0,0,0,0,1,1,0,0,0.0
1123,Luxembourg,UNITED KINGDOM,LONDON,0,0,0,0,0,1494572,1500021,21960,78.0%,0,9,1.7%,528,519,9,1.7%,0.0
1586,Slovenia,TURKEY,ANKARA,0,0,0,0,0,2111672,2119444,30770,93.4%,0,189,17.3%,"1,095",906,189,17.3%,0.0
1740,Spain,USA,"BOSTON, MA",0,0,0,0,0,2316928,2325472,33700,1.4%,0,0,0,"1,154","1,155",0,0,0.0
532,France,USA,"CHICAGO, IL",0,0,0,0,0,706871,709354,10714,22.9%,1,18,1.3%,"1,363","1,348",18,1.3%,0.0
464,France,MALAYSIA,KUALA LUMPUR,2,1,0,1,50.0%,616238,618381,9420,8.7%,0,229,15.6%,"1,467","1,192",230,15.7%,0.0
922,Italy,CHINA,GUANGZHOU (CANTON),0,0,0,0,0,1226674,1231114,18135,98.3%,0,3229,3.7%,"87,028","83,799","3,229",3.7%,0.0
569,Germany,CANADA,TORONTO,3,3,1,0,0,756185,758855,11418,99.0%,33,91,3.7%,"2,432","2,341",91,3.7%,0.0
123,Belgium,SAUDI ARABIA,RIYADH,0,0,0,0,0,161744,162175,2931,60.0%,27,255,13.9%,"1,834","1,536",255,13.9%,0.0
1505,Portugal,TIMOR-LESTE,DILI,3,3,0,0,0,2003713,2011079,29229,20.8%,0,3,5.9%,54,51,3,5.6%,0.0
1335,Norway,USA,"NEW YORK, NY",1,1,0,0,0,1777132,1783645,25994,52.3%,23,89,3.1%,"2,832","2,743",89,3.1%,0.0
420,France,CUBA,HAVANA,645,625,0,14,2.2%,557594,559516,8583,17.9%,0,688,11.0%,"6,921","6,16",702,10.1%,0.0
208,Czech Republic,SERBIA,BELGRADE,0,0,0,0,0,275034,275892,4549,93.0%,1,11,0.5%,"2,099","2,088",11,0.5%,0.0
683,Germany,TUNISIA,TUNIS,9,3,2,6,66.7%,908128,911369,13587,71.6%,63,3421,16.6%,"20,615","17,188","3,427",16.6%,0.0
1010,Italy,SUDAN,KHARTOUM,1,1,0,0,0,1343963,1348845,19809,22.6%,41,133,11.0%,"1,212","1,079",133,11.0%,0.0
920,Italy,CHINA,BEIJING,0,0,0,0,0,1224008,1228439,18097,39.3%,3,4628,2.3%,"203,064","198,436","4,628",2.3%,0.0
74,Belgium,CHILE,SANTIAGO DE CHILE,0,0,0,0,0,96435,96621,1999,72.7%,1,9,13.2%,68,45,9,13.2%,0.0
1735,Spain,UKRAINE,KYIV,2,1,0,0,0,2310264,2318783,33605,13.4%,4,334,10.4%,"3,223","2,824",334,10.4%,0.0
336,Finland,KOSOVO,PRISTINA,0,0,0,0,0,445636,447136,6984,50.0%,2545,1348,34.3%,"3,927","2,563","1,348",34.3%,0.0
308,Estonia,UNITED KINGDOM,LONDON,0,0,0,0,0,408317,409677,6451,82.8%,1,6,2.5%,239,233,6,2.5%,0.0
1730,Spain,THAILAND,BANGKOK,0,0,0,0,0,2303599,2312094,33510,3.4%,33,189,1.4%,"13,218","12,961",189,1.4%,0.0
594,Germany,GREECE,ATHENS,0,0,0,0,0,789506,792301,11894,100.0%,4,0,0,11,11,0,0,0.0
1447,Portugal,BRAZIL,RIO DE JANEIRO,2,2,0,0,0,1926409,1933484,28125,43.3%,0,95,41.5%,231,136,95,41.1%,0.0
1614,Spain,BRAZIL,SALVADOR DE BAHIA,4,4,0,0,0,2148991,2156904,31303,61.1%,0,4,16.0%,29,22,4,13.8%,0.0
1184,Netherlands,GEORGIA,TBILISSI,2,1,1,0,0,1575875,1581630,23120,62.2%,4,408,58.5%,699,259,408,58.4%,0.0
611,Germany,JAMAICA,KINGSTON,33,30,17,3,9.1%,812164,815044,12217,99.0%,3,140,10.4%,"1,377","1,234",143,10.4%,0.0
1104,Luxembourg,CHINA,BEIJING,0,0,0,0,0,1469249,1474602,21598,49.2%,1,21,1.7%,"1,269","1,248",21,1.7%,0.0
271,Denmark,PHILIPPINES,MANILA,3,2,0,1,33.3%,359003,360176,5747,80.2%,3,528,7.5%,"7,081","6,514",529,7.5%,0.0
1093,Lithuania,SOUTH AFRICA,PRETORIA,0,0,0,0,0,1454588,1459886,21389,53.5%,0,42,19.6%,214,170,42,19.6%,0.0
477,France,MOROCCO,TANGER,0,0,0,0,0,633565,635773,9667,30.0%,4,8297,18.4%,"45,024","33,909","8,297",18.4%,0.0
1510,Portugal,UNITED KINGDOM,LONDON,0,0,0,0,0,2010377,2017768,29324,72.2%,10,29,0.6%,"4,793","4,764",29,0.6%,0.0
954,Italy,IRAQ,BAGHDAD,0,0,0,0,0,1269324,1273925,18744,36.5%,111,1553,33.3%,"4,662","3,109","1,553",33.3%,0.0
1137,Malta,ISRAEL,TEL AVIV,0,0,0,0,0,1513232,1518751,22226,63.2%,11,26,12.7%,204,182,26,12.7%,0.0
521,France,TURKEY,ANKARA,3,3,0,0,0,692210,694638,10504,27.5%,4,2440,9.0%,"27,243","24,477","2,44",9.0%,0.0
1369,Poland,FINLAND,HELSINKI,0,0,0,0,0,1822448,1829132,26641,0,0,1,50.0%,2,1,1,50.0%,0.0
680,Germany,THAILAND,BANGKOK,1,1,1,0,0,904129,907356,13530,99.8%,5,1372,2.4%,"58,364","56,992","1,372",2.4%,0.0
142,Belgium,USA,"ATLANTA, GA",2,1,0,0,0,187068,187594,3293,25.0%,0,2,0.3%,675,582,2,0.3%,0.0
301,Estonia,JAPAN,TOKYO,0,0,0,0,0,398987,400312,6318,35.6%,0,1,2.2%,46,45,1,2.2%,0.0
1005,Italy,SOUTH AFRICA,JOHANNESBURG,0,0,0,0,0,1337299,1342156,19714,99.8%,0,703,2.4%,"29,453","28,75",703,2.4%,0.0
195,Czech Republic,NIGERIA,ABUJA,0,0,0,0,0,257708,258500,4301,38.7%,8,210,37.8%,556,344,210,37.8%,0.0
1594,Spain,ALGERIA,ORAN,0,0,0,0,0,2122335,2130147,30922,48.2%,126,"13,831",31.2%,"44,327","27,756","13,831",31.2%,0.0
802,Greece,USA,"NEW YORK, NY",0,0,0,0,0,1066734,1070573,15852,73.0%,20,9,0.5%,"1,941","1,932",9,0.5%,0.0
825,Hungary,ETHIOPIA,ADDIS ABEBA,0,0,0,0,0,1097390,1101343,16289,15.6%,1,14,23.3%,60,46,14,23.3%,0.0
1700,Spain,NIGERIA,ABUJA,1,1,0,0,0,2263615,2271959,32939,6.5%,8,0,0,129,116,0,0,0.0
11,Austria,CHINA,SHANGHAI,0,0,0,0,0,45037,44636,3442,7.7%,0,401,0.9%,"45,037","44,636",401,0.9%,0.0
329,Finland,INDONESIA,JAKARTA,0,0,0,0,0,436307,437772,6851,41.4%,13,48,1.7%,"2,795","2,738",48,1.7%,0.0
563,Germany,BRAZIL,RIO DE JANEIRO,0,0,0,0,0,748188,750828,11304,97.8%,0,11,19.6%,56,45,11,19.6%,0.0
432,France,GEORGIA,TBILISSI,0,0,0,0,0,573588,575570,8811,35.9%,1,53,18.5%,287,221,53,18.5%,0.0
200,Czech Republic,PHILIPPINES,MANILA,0,0,0,0,0,264372,265189,4396,17.1%,0,333,12.5%,"2,663","2,33",333,12.5%,0.0
474,France,MOROCCO,FES,0,0,0,0,0,629567,631759,9610,33.0%,7,20057,26.5%,"75,745","59,101","20,057",26.5%,0.0
273,Denmark,PORTUGAL,LISBON,0,0,0,0,0,361668,362852,5785,93.3%,0,0,0,17,15,0,0,0.0
1167,Netherlands,CHINA,CHENGDU,0,0,0,0,0,1553217,1558887,22797,97.1%,0,23,1.2%,"1,865","1,836",23,1.2%,0.0
750,Greece,ISRAEL,JERUSALEM,0,0,0,0,0,997427,1001005,14862,31.7%,7,209,10.6%,"1,968","1,759",209,10.6%,0.0
1739,Spain,URUGUAY,MONTEVIDEO,0,0,0,0,0,2315595,2324135,33681,3.8%,0,0,0,79,80,0,0,0.0
1538,Slovakia,IRELAND,DUBLIN,0,0,0,0,0,2047696,2055228,29857,20.5%,1,0,0,40,40,0,0,0.0
947,Italy,HONG KONG S.A.R.,HONG KONG,0,0,0,0,0,1259995,1264560,18611,17.5%,1,8,0.4%,"1,795","1,787",8,0.4%,0.0
1111,Luxembourg,ITALY,ROME,0,0,0,0,0,1478579,1483967,21731,7.4%,1,4,12.5%,32,28,4,12.5%,0.0
583,Germany,CZECH REPUBLIC,PRAGUE,0,0,0,0,0,774845,777584,11684,100.0%,1,0,0,2,2,0,0,0.0
1726,Spain,SWITZERLAND,BERN,0,0,0,0,0,2298268,2306743,33434,0,0,0,0,1,1,0,0,0.0
419,France,CROATIA,ZAGREB,0,0,0,0,0,556261,558178,8564,42.7%,0,2,1.2%,161,157,2,1.2%,0.0
1581,Slovenia,KOSOVO,PRISTINA,0,0,0,0,0,2105008,2112755,30675,86.0%,"3,371","1,271",27.1%,"4,692","3,421","1,271",27.1%,0.0
83,Belgium,CUBA,HAVANA,0,0,0,0,0,108431,108661,2170,92.1%,1,174,12.3%,"1,414","1,128",174,12.3%,0.0
1706,Spain,PANAMA,PANAMA CITY,1,1,0,0,0,2271612,2279986,33053,20.5%,0,17,2.7%,625,557,17,2.7%,0.0
1444,Portugal,AUSTRIA,VIENNA,0,0,0,0,0,1922410,1929470,28068,100.0%,1,0,0,2,2,0,0,0.0
1609,Spain,BOLIVIA,SANTA CRUZ DE LA SIERRA,6,6,0,0,0,2142327,2150215,31208,5.3%,0,"2,229",27.7%,"8,039","5,249","2,229",27.7%,0.0
106,Belgium,LEBANON,BEIRUT,0,0,0,0,0,139086,139432,2608,33.5%,25,920,27.8%,"3,314","2,2",920,27.8%,0.0
1895,Switzerland,USA,"NEW YORK, NY",1,1,1,0,0,2523516,2532839,36650,99.6%,100,17,0.5%,"3,562","3,545",17,0.5%,0.0
1597,Spain,ARGENTINA,BAHIA BLANCA,0,0,0,0,0,2126333,2134160,30979,0,0,0,0,9,9,0,0,0.0
1724,Spain,SUDAN,KHARTOUM,0,0,0,0,0,2295602,2304067,33396,9.6%,14,438,31.3%,"1,399",877,438,31.3%,0.0
6,Austria,BRAZIL,BRASILIA,0,0,0,0,0,37,37,36,97.3%,0,0,0,37,37,0,0,0.0
458,France,KAZAKHSTAN,ASTANA,0,0,0,0,0,608241,610354,9306,26.7%,0,0,0,66,60,0,0,0.0
1301,Norway,INDONESIA,JAKARTA,0,0,0,0,0,1731816,1738158,25347,10.3%,20,4,0.1%,"4,625","4,621",4,0.1%,0.0
1765,Sweden,CUBA,HAVANA,0,0,0,0,0,2350248,2358919,34176,5.3%,14,275,17.7%,"1,557","1,253",275,17.7%,0.0
562,Germany,BRAZIL,RECIFE,0,0,0,0,0,746856,749490,11285,100.0%,0,3,18.8%,16,13,3,18.8%,0.0
983,Italy,NIGERIA,LAGOS,1,1,0,0,0,1307976,1312723,19296,60.9%,52,5758,46.2%,"12,476","6,718","5,758",46.2%,0.0
1555,Slovakia,TAIWAN,TAIPEI,0,0,0,0,0,2070354,2077971,30180,40.0%,0,0,0,5,5,0,0,0.0
1145,Malta,TURKEY,ISTANBUL,0,0,0,0,0,1523895,1529454,22378,57.2%,10,259,7.0%,"3,704","3,374",259,7.0%,0.0
1263,Netherlands,UGANDA,KAMPALA,2,0,0,0,0,1681168,1687320,24624,98.2%,24,673,25.7%,"2,625","1,931",673,25.6%,0.0
965,Italy,KUWAIT,KUWAIT,0,0,0,0,0,1283986,1288642,18953,89.7%,2,445,4.3%,"10,38","9,935",445,4.3%,0.0
65,Belgium,AUSTRALIA,CANBERRA,0,0,0,0,0,84440,84580,1827,32.5%,0,7,2.7%,260,231,7,2.7%,0.0
1433,Poland,USA,"NEW YORK, NY",0,0,0,0,0,1907749,1914754,27859,27.6%,9,29,4.1%,700,671,29,4.1%,0.0
756,Greece,KENYA,NAIROBI,0,0,0,0,0,1005424,1009032,14976,31.5%,0,318,16.5%,"1,933","1,615",318,16.5%,0.0
955,Italy,IRAQ,ERBIL,0,0,0,0,0,1270657,1275263,18763,37.1%,72,995,49.0%,"2,031","1,036",995,49.0%,0.0
821,Hungary,CROATIA,ZAGREB,0,0,0,0,0,1092058,1095992,16213,67.4%,0,6,12.2%,49,43,6,12.2%,0.0
668,Germany,SLOVENIA,LJUBLJANA,0,0,0,0,0,888135,891301,13302,100.0%,11,13,17.8%,73,60,13,17.8%,0.0
272,Denmark,POLAND,WARSAW,0,0,0,0,0,360335,361514,5766,100.0%,0,1,33.3%,3,2,1,33.3%,0.0
381,France,AZERBAIJAN,BAKU,0,0,0,0,0,505614,507340,7840,30.9%,0,1578,9.3%,"16,995","14,899","1,578",9.3%,0.0
1042,Italy,VIETNAM,HO CHI MINH,0,0,0,0,0,1386613,1391656,20418,7.0%,1,302,5.4%,"5,571","5,269",302,5.4%,0.0
1588,Slovenia,UNITED KINGDOM,LONDON,0,0,0,0,0,2114338,2122120,30808,93.5%,13,1,0.4%,244,243,1,0.4%,0.0
302,Estonia,KAZAKHSTAN,ASTANA,0,0,0,0,0,400320,401650,6337,60.6%,2,79,4.2%,"1,869","1,79",79,4.2%,0.0
558,Germany,BOLIVIA,LA PAZ,6,6,6,0,0,741524,744138,11209,99.1%,7,60,3.1%,"1,944","1,884",60,3.1%,0.0
971,Italy,MEXICO,MEXICO CITY,0,0,0,0,0,1291983,1296669,19067,98.5%,0,1,0.5%,207,206,1,0.5%,0.0
836,Hungary,KAZAKHSTAN,ALMATY,0,0,0,0,0,1112051,1116060,16498,26.0%,2,737,6.1%,"11,991","11,254",737,6.1%,0.0
1583,Slovenia,NORTH MACEDONIA,SKOPJE,0,0,0,0,0,2107674,2115431,30713,100.0%,2,1,3.1%,32,31,1,3.1%,0.0
1838,Switzerland,FRANCE,PARIS,0,0,0,0,0,2447545,2456581,35565,95.2%,1,1,4.3%,23,22,1,4.3%,0.0
1892,Switzerland,UNITED ARAB EMIRATES,ABU DHABI,0,0,0,0,0,2519518,2528825,36593,79.0%,169,2519,10.8%,"23,355","20,836","2,519",10.8%,0.0
628,Germany,MAURITANIA,NOUAKCHOTT,0,0,0,0,0,834822,837788,12541,89.0%,1,340,27.2%,"1,248",908,340,27.2%,0.0
138,Belgium,UGANDA,KAMPALA,0,0,0,0,0,181736,182243,3217,43.1%,0,114,12.6%,905,736,114,12.6%,0.0
1701,Spain,NIGERIA,LAGOS,6,4,0,1,16.7%,2264947,2273296,32958,3.3%,35,"3,515",53.7%,"6,554","2,791","3,516",53.6%,0.0
553,Germany,BAHRAIN,MANAMA,1,1,1,0,0,734860,737449,11113,97.5%,14,198,2.2%,"8,972","8,774",198,2.2%,0.0
1192,Netherlands,INDIA,KOLKATA,0,0,0,0,0,1586538,1592333,23273,89.8%,0,294,7.8%,"3,787","3,455",294,7.8%,0.0
1626,Spain,COLOMBIA,BOGOTA,0,0,0,0,0,2164985,2172958,31531,59.7%,0,2,0.6%,321,318,2,0.6%,0.0
670,Germany,SOUTH AFRICA,PRETORIA,2,2,2,0,0,890801,893977,13340,100.0%,7,432,2.1%,"20,509","20,077",432,2.1%,0.0
604,Germany,INDONESIA,JAKARTA,0,0,0,0,0,802834,805679,12084,99.8%,18,379,1.4%,"27,779","27,4",379,1.4%,0.0
948,Italy,HUNGARY,BUDAPEST,0,0,0,0,0,1261327,1265898,18630,100.0%,0,0,0,1,1,0,0,0.0
1048,Latvia,CANADA,OTTAWA,0,0,0,0,0,1394610,1399683,20533,66.7%,0,0,0,39,39,0,0,0.0
263,Denmark,MALAYSIA,KUALA LUMPUR,1,1,1,0,0,348340,349474,5595,38.4%,0,76,17.3%,441,355,76,17.2%,0.0
605,Germany,IRAN,TEHERAN,107,102,93,5,4.7%,804167,807017,12103,53.2%,209,10985,20.5%,"53,754","42,764","10,99",20.4%,0.0
426,France,EGYPT,CAIRO,4,4,0,0,0,565591,567543,8697,29.5%,341,11941,19.8%,"60,169","46,078","11,941",19.8%,0.0
1495,Portugal,SENEGAL,DAKAR,49,34,0,15,30.6%,1990385,1997700,29038,33.9%,0,"2,651",64.2%,"4,179","1,513","2,666",63.8%,0.0
1489,Portugal,POLAND,WARSAW,0,0,0,0,0,1982388,1989673,28924,0,1,0,0,2,2,0,0,0.0
1808,Sweden,UNITED KINGDOM,LONDON,0,0,0,0,0,2407560,2416446,34994,73.7%,159,75,1.8%,"4,148","3,943",75,1.8%,0.0
215,Czech Republic,TAIWAN,TAIPEI,0,0,0,0,0,284364,285257,4682,14.8%,0,1,1.6%,62,61,1,1.6%,0.0
132,Belgium,TAIWAN,TAIPEI,0,0,0,0,0,173739,174216,3102,97.4%,0,1,2.2%,45,38,1,2.2%,0.0
1289,Norway,BRAZIL,RIO DE JANEIRO,0,0,0,0,0,1715822,1722104,25118,66.7%,3,4,40.0%,10,6,4,40.0%,0.0
1697,Spain,NEW ZEALAND,WELLINGTON,0,0,0,0,0,2259616,2267945,32882,4.7%,0,3,1.5%,198,233,3,1.5%,0.0
807,Greece,VIETNAM,HANOI,0,0,0,0,0,1073399,1077262,15947,69.3%,0,122,6.0%,"2,049","1,927",122,6.0%,0.0
66,Belgium,AUSTRIA,VIENNA,0,0,0,0,0,85773,85918,1846,100.0%,0,0,0,1,1,0,0,0.0
1081,Lithuania,JAPAN,TOKYO,0,0,0,0,0,1438594,1443832,21160,17.1%,0,1,2.7%,37,35,1,2.7%,0.0
776,Greece,SAUDI ARABIA,JEDDAH,0,0,0,0,0,1032081,1035789,15357,88.5%,1,603,12.8%,"4,709","4,106",603,12.8%,0.0
172,Czech Republic,GEORGIA,TBILISSI,0,0,0,0,0,227052,227730,3864,9.4%,1,60,21.9%,274,214,60,21.9%,0.0
112,Belgium,NIGERIA,ABUJA,11,0,0,11,100.0%,147083,147459,2722,80.0%,77,1756,45.9%,"3,838","1,975","1,767",46.0%,0.0
749,Greece,IRELAND,DUBLIN,0,0,0,0,0,996095,999667,14843,12.7%,1,2,0.5%,435,433,2,0.5%,0.0
914,Italy,CAMEROON,YAONDE,0,0,0,0,0,1216011,1220412,17983,24.4%,2,1519,41.5%,"3,658","2,139","1,519",41.5%,0.0
1459,Portugal,COLOMBIA,BOGOTA,1,1,1,0,0,1942403,1949538,28353,61.9%,0,8,27.6%,30,22,8,26.7%,0.0
452,France,ISRAEL,JERUSALEM,4,4,0,0,0,600244,602327,9192,31.9%,28,309,7.4%,"4,163","3,831",309,7.4%,0.0
285,Denmark,TURKEY,ISTANBUL,2,2,2,0,0,377662,378906,6014,86.4%,6,183,4.5%,"4,061","3,887",183,4.5%,0.0
570,Germany,CHILE,SANTIAGO DE CHILE,3,3,3,0,0,757518,760192,11437,69.3%,2,0,0,119,119,0,0,0.0
1779,Sweden,JAPAN,TOKYO,0,0,0,0,0,2368908,2377648,34442,49.4%,7,12,3.2%,374,327,12,3.2%,0.0
528,France,UNITED KINGDOM,LONDON,0,0,0,0,0,701539,704003,10638,61.3%,74,1190,0.9%,"126,763","124,709","1,19",0.9%,0.0
1225,Netherlands,PAKISTAN,KARACHI,3,3,3,0,0,1630521,1636482,23901,84.5%,34,712,28.6%,"2,495","1,738",712,28.5%,0.0
1031,Italy,USA,"DETROIT, MI",0,0,0,0,0,1371952,1376940,20209,99.9%,0,8,0.7%,"1,092","1,084",8,0.7%,0.0
618,Germany,KOSOVO,PRISTINA,0,0,0,0,0,821494,824409,12350,97.5%,25058,7431,22.8%,"32,529","25,098","7,431",22.8%,0.0
645,Germany,OMAN,MUSCAT,0,0,0,0,0,857480,860531,12864,98.1%,15,470,4.5%,"10,476","10,006",470,4.5%,0.0
763,Greece,MOROCCO,RABAT,0,0,0,0,0,1014754,1018397,15109,19.9%,3,101,22.4%,451,350,101,22.4%,0.0
884,Iceland,RUSSIAN FEDERATION,MOSCOW,0,0,0,0,0,1176026,1180276,17412,50.6%,0,5,0.3%,"1,991","1,987",5,0.3%,0.0
757,Greece,KOSOVO,PRISTINA,0,0,0,0,0,1006757,1010370,14995,1480.6%,6039,569,8.2%,"6,922","6,353",569,8.2%,0.0
1158,Netherlands,BENIN,COTONOU,0,0,0,0,0,1541221,1546846,22626,88.7%,4,89,28.3%,314,217,89,28.3%,0.0
325,Finland,GERMANY,BERLIN,0,0,0,0,0,430975,432420,6775,0,1,0,0,2,2,0,0,0.0
574,Germany,CHINA,SHANGHAI,0,0,0,0,0,762850,765544,11513,93.4%,18,4546,2.6%,"172,584","168,038","4,546",2.6%,0.0
375,France,ANGOLA,LUANDA,1,1,0,0,0,497617,499312,7726,12.9%,0,753,37.3%,"2,018","1,226",753,37.3%,0.0
377,France,ARMENIA,YEREVAN,1,1,0,0,0,500282,501988,7764,18.2%,2,1328,20.1%,"6,592","5,263","1,328",20.1%,0.0
1122,Luxembourg,UNITED ARAB EMIRATES,ABU DHABI,0,0,0,0,0,1493240,1498684,21941,80.6%,0,56,12.9%,433,377,56,12.9%,0.0
1040,Italy,VENEZUELA,CARACAS,0,0,0,0,0,1383948,1388980,20380,78.9%,0,9,32.1%,28,19,9,32.1%,0.0
194,Czech Republic,MOROCCO,RABAT,0,0,0,0,0,256375,257162,4282,36.9%,0,205,32.6%,628,423,205,32.6%,0.0
244,Denmark,ETHIOPIA,ADDIS ABEBA,0,0,0,0,0,323016,324055,5234,32.7%,4,70,18.5%,378,301,70,18.5%,0.0
1108,Luxembourg,GERMANY,BERLIN,0,0,0,0,0,1474580,1479954,21674,0,1,1,25.0%,4,3,1,25.0%,0.0
1604,Spain,AUSTRALIA,SYDNEY,0,0,0,0,0,2135663,2143525,31112,0,0,0,0,493,491,0,0,0.0
290,Denmark,VIETNAM,HANOI,0,0,0,0,0,384326,385596,6109,14.2%,3,420,16.8%,"2,495","2,064",420,16.8%,0.0
343,Finland,NEPAL,KATHMANDU,0,0,0,0,0,454966,456501,7117,3.3%,5,124,18.0%,687,558,124,18.0%,0.0
973,Italy,MONGOLIA,ULAN BATOR,0,0,0,0,0,1294648,1299344,19105,16.9%,0,116,12.5%,925,809,116,12.5%,0.0
1429,Poland,UNITED KINGDOM,LONDON,0,0,0,0,0,1902418,1909402,27782,78.8%,19,26,1.1%,"2,352","2,305",26,1.1%,0.0
1592,Spain,ALBANIA,TIRANA,1,1,0,0,0,2119669,2127471,30884,13.3%,7,9,8.7%,104,91,9,8.7%,0.0
1665,Spain,INDIA,NEW DELHI,1,1,0,0,0,2216966,2225134,32273,3.6%,8,"3,089",11.7%,"26,291","22,564","3,089",11.7%,0.0
1519,Portugal,VENEZUELA,VALENCIA,0,0,0,0,0,2022373,2029808,29495,0,0,12,80.0%,15,3,12,80.0%,0.0
