Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for,ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued,Not issued rate for ATVs,Uniform visas applied for,"Total  uniform visas issued (including MEV) 
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas
Czech Republic,NIGERIA,ABUJA,,,,,,"257 707,54","258 500,14","4 301,17",38.7%,8,210,37.8%,556,344,210,37.8%
Czech Republic,NORTH KOREA,PYONGYANG,,,,,,"259 040,37","259 837,99","4 320,20",,,,,6,6,,
Czech Republic,NORTH MACEDONIA,SKOPJE,,,,,,"260 373,20","261 175,84","4 339,23",71.4%,1073,193,14.1%,"1,371","1,178",193,14.1%
Czech Republic,PAKISTAN,ISLAMABAD,,,,,,"261 706,03","262 513,68","4 358,26",10.9%,3,407,61.9%,658,251,407,61.9%
Czech Republic,PERU,LIMA,,,,,,"263 038,86","263 851,53","4 377,29",13.6%,,7,9.6%,73,66,7,9.6%
Czech Republic,PHILIPPINES,MANILA,,,,,,"264 371,69","265 189,37","4 396,31",17.1%,,333,12.5%,"2,663","2,33",333,12.5%
Czech Republic,POLAND,WARSAW,,,,,,"265 704,51","266 527,22","4 415,34",42.9%,,,,7,7,,
Czech Republic,ROMANIA,BUCHAREST,,,,,,"267 037,34","267 865,07","4 434,37",6.9%,,25,7.0%,359,334,25,7.0%
Czech Republic,RUSSIAN FEDERATION,MOSCOW,,,,,,"268 370,17","269 202,91","4 453,40",47.2%,3,2386,1.1%,"209,75","207,363","2,386",1.1%
Czech Republic,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"269 703,00","270 540,76","4 472,43",48.5%,,27,0.3%,"10,09","10,063",27,0.3%
Czech Republic,RUSSIAN FEDERATION,YEKATERINBURG,,,,,,"271 035,83","271 878,60","4 491,46",34.5%,,78,0.3%,"24,553","24,474",78,0.3%
Czech Republic,SAUDI ARABIA,RIYADH,,,,,,"272 368,66","273 216,45","4 510,49",88.0%,67,586,4.2%,"13,901","13,315",586,4.2%
Czech Republic,SENEGAL,DAKAR,,,,,,"273 701,49","274 554,30","4 529,51",9.1%,,77,53.1%,145,66,77,53.1%
Czech Republic,SERBIA,BELGRADE,,,,,,"275 034,31","275 892,14","4 548,54",93.0%,1,11,0.5%,"2,099","2,088",11,0.5%
Czech Republic,SLOVAKIA,BRATISLAVA,,,,,,"276 367,14","277 229,99","4 567,57",45.2%,,,,31,31,,
Czech Republic,SOUTH AFRICA,PRETORIA,,,,,,"277 699,97","278 567,84","4 586,60",74.4%,1,78,1.9%,"4,102","4,024",78,1.9%
Czech Republic,SOUTH KOREA,SEOUL,,,,,,"279 032,80","279 905,68","4 605,63",3.9%,1,3,2.3%,131,128,3,2.3%
Czech Republic,SPAIN,MADRID,,,,,,"280 365,63","281 243,53","4 624,66",90.9%,,,,11,11,,
Czech Republic,SWEDEN,STOCKHOLM,,,,,,"281 698,46","282 581,37","4 643,69",,,,,1,1,,
Czech Republic,SYRIA,DAMASCUS,,,,,,"283 031,29","283 919,22","4 662,71",67.6%,9,2,1.7%,119,114,2,1.7%
Czech Republic,TAIWAN,TAIPEI,,,,,,"284 364,11","285 257,07","4 681,74",14.8%,,1,1.6%,62,61,1,1.6%
Czech Republic,THAILAND,BANGKOK,,,,,,"285 696,94","286 594,91","4 700,77",0.5%,,111,1.0%,"10,679","10,568",111,1.0%
Czech Republic,TUNISIA,TUNIS,,,,,,"287 029,77","287 932,76","4 719,80",15.1%,,340,34.9%,973,608,340,34.9%
Czech Republic,TURKEY,ANKARA,,,,,,"288 362,60","289 270,60","4 738,83",59.7%,2,444,3.9%,"11,479","11,032",444,3.9%
Czech Republic,TURKEY,ISTANBUL,,,,,,"289 695,43","290 608,45","4 757,86",8.8%,6,718,7.0%,"10,313","9,595",718,7.0%
Czech Republic,UKRAINE,KYIV,,,,,,"291 028,26","291 946,30","4 776,89",3.8%,,2801,5.3%,"53,212","50,409","2,801",5.3%
Czech Republic,UKRAINE,LVIV,,,,,,"292 361,09","293 284,14","4 795,91",1.5%,1,2172,3.3%,"66,796","64,623","2,172",3.3%
Czech Republic,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"293 693,91","294 621,99","4 814,94",31.5%,48,2165,21.6%,"10,028","7,857","2,165",21.6%
Czech Republic,UNITED KINGDOM,LONDON,,,,,,"295 026,74","295 959,84","4 833,97",25.6%,73,19,0.8%,"2,356","2,337",19,0.8%
Czech Republic,USA,"CHICAGO, IL",,,,,,"296 359,57","297 297,68","4 853,00",7.8%,,,,371,371,,
Czech Republic,USA,"LOS ANGELES, CA",,,,,,"297 692,40","298 635,53","4 872,03",13.3%,3,4,0.8%,503,499,4,0.8%
Czech Republic,USA,"NEW YORK, NY",,,,,,"299 025,23","299 973,37","4 891,06",22.8%,9,,,780,780,,
Czech Republic,USA,"WASHINGTON, DC",,,,,,"300 358,06","301 311,22","4 910,09",30.1%,16,1,0.2%,505,504,1,0.2%
Czech Republic,UZBEKISTAN,TASHKENT,,,,,,"301 690,89","302 649,07","4 929,11",8.6%,11,576,19.5%,"2,958","2,382",576,19.5%
Czech Republic,VIETNAM,HANOI,,,,,,"303 023,71","303 986,91","4 948,14",1.6%,,491,36.1%,"1,359",868,491,36.1%
Czech Republic,ZAMBIA,LUSAKA,,,,,,"304 356,54","305 324,76","4 967,17",33.3%,,7,16.7%,42,33,7,16.7%
Denmark,AFGHANISTAN,KABUL,,,,,,"305 689,37","306 662,60","4 986,20",6.0%,8,2,2.9%,69,58,2,2.9%
Denmark,AUSTRALIA,SYDNEY,,,,,,"307 022,20","308 000,45","5 005,23",44.7%,,7,1.0%,700,674,7,1.0%
Denmark,AUSTRIA,VIENNA,,,,,,"308 355,03","309 338,30","5 024,26",90.0%,,,,12,10,,
Denmark,BANGLADESH,DHAKA,,,,,,"309 687,86","310 676,14","5 043,29",11.8%,9,224,14.1%,"1,586","1,333",224,14.1%
Denmark,BELGIUM,BRUSSELS,,,,,,"311 020,69","312 013,99","5 062,31",11.1%,,,,11,9,,
Denmark,BULGARIA,SOFIA,,,,,,"312 353,51","313 351,84","5 081,34",78.9%,,2,4.0%,50,38,2,4.0%
Denmark,BURKINA FASO,OUAGADOUGOU,,,,,,"313 686,34","314 689,68","5 100,37",33.1%,,26,12.1%,215,181,26,12.1%
Denmark,CANADA,OTTAWA,,,,,,"315 019,17","316 027,53","5 119,40",33.0%,5,57,2.1%,"2,76","2,607",57,2.1%
Denmark,CHINA,BEIJING,1,1,,,,"316 352,00","317 365,37","5 138,43",22.5%,1,368,2.7%,"13,728","13,152",368,2.7%
Denmark,CHINA,GUANGZHOU (CANTON),,,,,,"317 684,83","318 703,22","5 157,46",13.4%,1,210,1.4%,"15,225","14,938",210,1.4%
Denmark,CHINA,SHANGHAI,,,,,,"319 017,66","320 041,07","5 176,49",23.5%,2,428,2.5%,"17,316","16,489",428,2.5%
Denmark,DENMARK,COPENHAGEN,,,,,,"320 350,49","321 378,91","5 195,51",31.4%,2,7,0.9%,750,722,7,0.9%
Denmark,EGYPT,CAIRO,1,1,,,,"321 683,31","322 716,76","5 214,54",49.5%,1,238,13.3%,"1,791","1,544",238,13.3%
Denmark,ETHIOPIA,ADDIS ABEBA,,,,,,"323 016,14","324 054,60","5 233,57",32.7%,4,70,18.5%,378,301,70,18.5%
Denmark,FINLAND,HELSINKI,,,,,,"324 348,97","325 392,45","5 252,60",6.7%,,,,18,15,,
Denmark,FRANCE,PARIS,,,,,,"325 681,80","326 730,30","5 271,63",26.3%,1,1,4.3%,23,20,1,4.3%
Denmark,GERMANY,BERLIN,,,,,,"327 014,63","328 068,14","5 290,66",41.2%,,,,18,17,,
Denmark,GERMANY,FLENSBURG,,,,,,"328 347,46","329 405,99","5 309,69",100.0%,,1,4.8%,21,19,1,4.8%
Denmark,GHANA,ACCRA,1,,,,,"329 680,29","330 743,84","5 328,71",44.8%,,1385,51.2%,"2,706","1,185","1,385",51.2%
Denmark,GREECE,ATHENS,,,,,,"331 013,11","332 081,68","5 347,74",33.3%,,,,3,3,,
Denmark,HUNGARY,BUDAPEST,,,,,,"332 345,94","333 419,53","5 366,77",100.0%,1,,,4,3,,
Denmark,ICELAND,REYKJAVIK,,,,,,"333 678,77","334 757,37","5 385,80",20.5%,,,,88,88,,
Denmark,INDIA,NEW DELHI,,,,,,"335 011,60","336 095,22","5 404,83",86.3%,1,949,4.1%,"23,275","21,891",949,4.1%
Denmark,INDONESIA,JAKARTA,5,5,5,,,"336 344,43","337 433,07","5 423,86",67.6%,,35,0.8%,"4,413","4,374",35,0.8%
Denmark,IRAN,TEHERAN,,,,,,"337 677,26","338 770,91","5 442,89",37.9%,33,851,28.7%,"2,97","2,045",851,28.7%
Denmark,IRELAND,DUBLIN,,,,,,"339 010,09","340 108,76","5 461,91",22.8%,,1,0.1%,848,820,1,0.1%
Denmark,ISRAEL,TEL AVIV,,,,,,"340 342,91","341 446,60","5 480,94",20.7%,3,31,10.1%,308,283,31,10.1%
Denmark,ITALY,ROME,,,,,,"341 675,74","342 784,45","5 499,97",85.7%,2,3,25.0%,12,9,3,25.0%
Denmark,JAPAN,TOKYO,,,,,,"343 008,57","344 122,30","5 519,00",8.4%,,2,0.6%,321,321,2,0.6%
Denmark,KENYA,NAIROBI,1,1,,,,"344 341,40","345 460,14","5 538,03",22.5%,4,203,12.2%,"1,661","1,368",203,12.2%
Denmark,LATVIA,RIGA,,,,,,"345 674,23","346 797,99","5 557,06",14.3%,1,1,10.0%,10,8,1,10.0%
Denmark,LEBANON,BEIRUT,,,,,,"347 007,06","348 135,84","5 576,09",49.1%,10,485,32.2%,"1,508","1,019",485,32.2%
Denmark,MALAYSIA,KUALA LUMPUR,1,1,1,,,"348 339,89","349 473,68","5 595,11",38.4%,,76,17.3%,441,355,76,17.2%
Denmark,MALI,BAMAKO,,,,,,"349 672,71","350 811,53","5 614,14",30.3%,1,150,31.1%,483,301,150,31.1%
Denmark,MEXICO,MEXICO CITY,,,,,,"351 005,54","352 149,37","5 633,17",66.7%,,,,46,45,,
Denmark,MOROCCO,RABAT,,,,,,"352 338,37","353 487,22","5 652,20",42.2%,1,296,15.0%,"1,971","1,622",296,15.0%
Denmark,NETHERLANDS,THE HAGUE,,,,,,"353 671,20","354 825,07","5 671,23",,,,,26,26,,
Denmark,NIGERIA,ABUJA,4,4,,,,"355 004,03","356 162,91","5 690,26",32.1%,2,807,52.1%,"1,554",669,807,51.9%
Denmark,NORWAY,OSLO,,,,,,"356 336,86","357 500,76","5 709,29",66.7%,,,,19,18,,
Denmark,PAKISTAN,ISLAMABAD,,,,,,"357 669,69","358 838,60","5 728,31",49.6%,4,1349,48.4%,"2,786","1,315","1,349",48.4%
Denmark,PHILIPPINES,MANILA,3,2,,1,33.3%,"359 002,51","360 176,45","5 747,34",80.2%,3,528,7.5%,"7,081","6,514",529,7.5%
Denmark,POLAND,WARSAW,,,,,,"360 335,34","361 514,30","5 766,37",100.0%,,1,33.3%,3,2,1,33.3%
Denmark,PORTUGAL,LISBON,,,,,,"361 668,17","362 852,14","5 785,40",93.3%,,,,17,15,,
Denmark,ROMANIA,BUCHAREST,,,,,,"363 001,00","364 189,99","5 804,43",28.0%,,4,13.3%,30,25,4,13.3%
Denmark,RUSSIAN FEDERATION,MOSCOW,1,1,1,,,"364 333,83","365 527,84","5 823,46",48.4%,19,106,1.2%,"9,074","8,918",106,1.2%
Denmark,SAUDI ARABIA,RIYADH,,,,,,"365 666,66","366 865,68","5 842,49",59.4%,1,140,10.1%,"1,384","1,158",140,10.1%
Denmark,SERBIA,BELGRADE,,,,,,"366 999,49","368 203,53","5 861,51",71.4%,,3,13.0%,23,21,3,13.0%
Denmark,SINGAPORE,SINGAPORE,,,,,,"368 332,31","369 541,37","5 880,54",83.4%,,16,0.5%,"3,472","3,416",16,0.5%
Denmark,SOUTH AFRICA,PRETORIA,,,,,,"369 665,14","370 879,22","5 899,57",71.8%,3,33,0.9%,"3,579","3,531",33,0.9%
Denmark,SPAIN,MADRID,,,,,,"370 997,97","372 217,07","5 918,60",16.7%,,1,7.7%,13,6,1,7.7%
Denmark,SWEDEN,STOCKHOLM,1,1,,,,"372 330,80","373 554,91","5 937,63",86.4%,3,3,11.1%,28,26,3,10.7%
Denmark,TAIWAN,TAIPEI,,,,,,"373 663,63","374 892,76","5 956,66",45.2%,,,,44,42,,
Denmark,THAILAND,BANGKOK,,,,,,"374 996,46","376 230,60","5 975,69",38.1%,2,886,6.9%,"12,831","12,013",886,6.9%
Denmark,TURKEY,ANKARA,2,2,2,,,"376 329,29","377 568,45","5 994,71",60.9%,4,613,16.1%,"3,819","3,102",613,16.1%
Denmark,TURKEY,ISTANBUL,2,2,2,,,"377 662,11","378 906,30","6 013,74",86.4%,6,183,4.5%,"4,061","3,887",183,4.5%
Denmark,UKRAINE,KYIV,,,,,,"378 994,94","380 244,14","6 032,77",60.8%,2,14,2.9%,477,466,14,2.9%
Denmark,UNITED ARAB EMIRATES,DUBAI,,,,,,"380 327,77","381 581,99","6 051,80",77.4%,5,214,6.6%,"3,226","2,995",214,6.6%
Denmark,UNITED KINGDOM,LONDON,1,1,,,,"381 660,60","382 919,84","6 070,83",81.4%,3,25,0.4%,"6,9","6,798",25,0.4%
Denmark,USA,"NEW YORK, NY",,,,,,"382 993,43","384 257,68","6 089,86",31.6%,3,17,0.3%,"5,346","5,026",17,0.3%
Denmark,VIETNAM,HANOI,,,,,,"384 326,26","385 595,53","6 108,89",14.2%,3,420,16.8%,"2,495","2,064",420,16.8%
Estonia,AUSTRALIA,CANBERRA,,,,,,"385 659,09","386 933,37","6 127,91",42.1%,,1,2.6%,39,38,1,2.6%
Estonia,BELARUS,MINSK,,,,,,"386 991,91","388 271,22","6 146,94",68.7%,9,79,0.6%,"12,475","12,396",79,0.6%
Estonia,CANADA,OTTAWA,,,,,,"388 324,74","389 609,07","6 165,97",57.1%,,,,56,56,,
Estonia,CHINA,BEIJING,,,,,,"389 657,57","390 946,91","6 185,00",22.0%,,64,2.7%,"2,369","2,305",64,2.7%
Estonia,EGYPT,CAIRO,,,,,,"390 990,40","392 284,76","6 204,03",34.3%,7,74,26.5%,279,205,74,26.5%
Estonia,FRANCE,PARIS,,,,,,"392 323,23","393 622,60","6 223,06",,,,,2,2,,
Estonia,GEORGIA,TBILISSI,,,,,,"393 656,06","394 960,45","6 242,09",65.7%,,53,60.2%,88,35,53,60.2%
Estonia,INDIA,NEW DELHI,,,,,,"394 988,89","396 298,30","6 261,11",64.6%,3,898,37.0%,"2,425","1,527",898,37.0%
Estonia,IRELAND,DUBLIN,,,,,,"396 321,71","397 636,14","6 280,14",49.0%,,,,49,49,,
Estonia,ISRAEL,TEL AVIV,,,,,,"397 654,54","398 973,99","6 299,17",50.0%,3,,,15,15,,
Estonia,JAPAN,TOKYO,,,,,,"398 987,37","400 311,84","6 318,20",35.6%,,1,2.2%,46,45,1,2.2%
Estonia,KAZAKHSTAN,ASTANA,,,,,,"400 320,20","401 649,68","6 337,23",60.6%,2,79,4.2%,"1,869","1,79",79,4.2%
Estonia,RUSSIAN FEDERATION,MOSCOW,,,,,,"401 653,03","402 987,53","6 356,26",90.8%,14,316,0.8%,"40,256","39,94",316,0.8%
Estonia,RUSSIAN FEDERATION,PSKOV,,,,,,"402 985,86","404 325,37","6 375,29",99.5%,,65,0.5%,"12,619","12,554",65,0.5%
Estonia,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"404 318,69","405 663,22","6 394,31",97.8%,1,227,0.4%,"52,8","52,573",227,0.4%
Estonia,TURKEY,ANKARA,,,,,,"405 651,51","407 001,07","6 413,34",64.1%,6,112,10.1%,"1,112",1,112,10.1%
Estonia,UKRAINE,KYIV,,,,,,"406 984,34","408 338,91","6 432,37",79.9%,,65,10.4%,626,561,65,10.4%
Estonia,UNITED KINGDOM,LONDON,,,,,,"408 317,17","409 676,76","6 451,40",82.8%,1,6,2.5%,239,233,6,2.5%
Estonia,USA,"NEW YORK, NY",,,,,,"409 650,00","411 014,60","6 470,43",35.3%,2,8,4.1%,197,189,8,4.1%
Finland,ALGERIA,ALGIERS,,,,,,"410 982,83","412 352,45","6 489,46",37.5%,,848,64.9%,"1,307",456,848,64.9%
Finland,ARGENTINA,BUENOS AIRES,,,,,,"412 315,66","413 690,30","6 508,49",31.3%,,,,16,16,,
Finland,AUSTRALIA,CANBERRA,,,,,,"413 648,49","415 028,14","6 527,51",32.1%,,2,1.0%,192,190,2,1.0%
Finland,BELGIUM,BRUSSELS,,,,,,"414 981,31","416 365,99","6 546,54",,5,,,5,5,,
Finland,BULGARIA,SOFIA,,,,,,"416 314,14","417 703,84","6 565,57",64.6%,7,6,5.4%,111,103,6,5.4%
Finland,CANADA,OTTAWA,,,,,,"417 646,97","419 041,68","6 584,60",,,,,1,,,
Finland,CHILE,SANTIAGO DE CHILE,,,,,,"418 979,80","420 379,53","6 603,63",66.7%,,3,33.3%,9,6,3,33.3%
Finland,CHINA,BEIJING,,,,,,"420 312,63","421 717,37","6 622,66",4.5%,31,1293,5.2%,"24,653","23,238","1,293",5.2%
Finland,CHINA,SHANGHAI,,,,,,"421 645,46","423 055,22","6 641,69",7.7%,7,406,2.9%,"14,199","13,756",406,2.9%
Finland,CROATIA,ZAGREB,,,,,,"422 978,29","424 393,07","6 660,71",100.0%,,,,5,5,,
Finland,CYPRUS,NICOSIA,,,,,,"424 311,11","425 730,91","6 679,74",39.5%,1,85,49.4%,172,82,85,49.4%
Finland,EGYPT,CAIRO,,,,,,"425 643,94","427 068,76","6 698,77",34.4%,,131,13.3%,985,846,131,13.3%
Finland,ESTONIA,TALLINN,,,,,,"426 976,77","428 406,60","6 717,80",100.0%,,,,4,4,,
Finland,ETHIOPIA,ADDIS ABEBA,,,,,,"428 309,60","429 744,45","6 736,83",5.0%,4,63,17.8%,353,286,63,17.8%
Finland,FRANCE,PARIS,,,,,,"429 642,43","431 082,30","6 755,86",,1,,,1,1,,
Finland,GERMANY,BERLIN,,,,,,"430 975,26","432 420,14","6 774,89",,1,,,2,2,,
Finland,GREECE,ATHENS,,,,,,"432 308,09","433 757,99","6 793,91",,3,,,3,3,,
Finland,HONG KONG S.A.R.,HONG KONG,,,,,,"433 640,91","435 095,84","6 812,94",21.4%,,15,1.0%,"1,43","1,381",15,1.0%
Finland,INDIA,NEW DELHI,,,,,,"434 973,74","436 433,68","6 831,97",69.0%,2,512,4.3%,"11,959","11,4",512,4.3%
Finland,INDONESIA,JAKARTA,,,,,,"436 306,57","437 771,53","6 851,00",41.4%,13,48,1.7%,"2,795","2,738",48,1.7%
Finland,IRAN,TEHERAN,,,,,,"437 639,40","439 109,37","6 870,03",12.0%,19,741,25.5%,"2,909","2,126",741,25.5%
Finland,IRELAND,DUBLIN,,,,,,"438 972,23","440 447,22","6 889,06",42.7%,,2,1.1%,179,164,2,1.1%
Finland,ISRAEL,TEL AVIV,,,,,,"440 305,06","441 785,07","6 908,09",25.3%,32,14,9.5%,147,131,14,9.5%
Finland,ITALY,ROME,,,,,,"441 637,89","443 122,91","6 927,11",,1,,,1,1,,
Finland,JAPAN,TOKYO,1,1,,,,"442 970,71","444 460,76","6 946,14",16.4%,14,12,3.0%,402,388,12,3.0%
Finland,KENYA,NAIROBI,,,,,,"444 303,54","445 798,60","6 965,17",15.0%,12,139,18.5%,753,605,139,18.5%
Finland,KOSOVO,PRISTINA,,,,,,"445 636,37","447 136,45","6 984,20",50.0%,2545,1348,34.3%,"3,927","2,563","1,348",34.3%
Finland,LITHUANIA,VILNIUS,,,,,,"446 969,20","448 474,30","7 003,23",,2,,,3,3,,
Finland,MALAYSIA,KUALA LUMPUR,,,,,,"448 302,03","449 812,14","7 022,26",14.1%,6,27,25.7%,105,77,27,25.7%
Finland,MEXICO,MEXICO CITY,,,,,,"449 634,86","451 149,99","7 041,29",41.7%,,,,13,12,,
Finland,MOROCCO,RABAT,,,,,,"450 967,69","452 487,84","7 060,31",33.7%,1,379,48.8%,777,390,379,48.8%
Finland,MOZAMBIQUE,MAPUTO,,,,,,"452 300,51","453 825,68","7 079,34",15.7%,,6,5.5%,110,102,6,5.5%
Finland,NAMIBIA,WINDHOEK,,,,,,"453 633,34","455 163,53","7 098,37",58.5%,,25,3.2%,778,749,25,3.2%
Finland,NEPAL,KATHMANDU,,,,,,"454 966,17","456 501,37","7 117,40",3.3%,5,124,18.0%,687,558,124,18.0%
Finland,NIGERIA,ABUJA,,,,,,"456 299,00","457 839,22","7 136,43",14.9%,27,488,61.9%,788,288,488,61.9%
Finland,NORWAY,OSLO,,,,,,"457 631,83","459 177,07","7 155,46",,2,,,2,2,,
Finland,PERU,LIMA,,,,,,"458 964,66","460 514,91","7 174,49",71.4%,,,,7,7,,
Finland,POLAND,WARSAW,,,,,,"460 297,49","461 852,76","7 193,51",,1,,,2,2,,
Finland,ROMANIA,BUCHAREST,,,,,,"461 630,31","463 190,60","7 212,54",66.7%,1,3,18.8%,16,13,3,18.8%
Finland,RUSSIAN FEDERATION,MOSCOW,,,,,,"462 963,14","464 528,45","7 231,57",85.2%,139,1358,1.9%,"72,955","71,514","1,358",1.9%
Finland,RUSSIAN FEDERATION,MURMANSK,,,,,,"464 295,97","465 866,30","7 250,60",99.2%,1,163,0.7%,"22,59","22,415",163,0.7%
Finland,RUSSIAN FEDERATION,PETROZAVODSK,,,,,,"465 628,80","467 204,14","7 269,63",98.8%,11,132,0.4%,"32,413","32,244",132,0.4%
Finland,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"466 961,63","468 541,99","7 288,66",99.6%,58,1978,0.4%,"541,08","538,659","1,978",0.4%
Finland,SAUDI ARABIA,RIYADH,,,,,,"468 294,46","469 879,84","7 307,69",70.8%,,,,130,130,,
Finland,SERBIA,BELGRADE,,,,,,"469 627,29","471 217,68","7 326,71",71.4%,,,,14,14,,
Finland,SOUTH AFRICA,PRETORIA,,,,,,"470 960,11","472 555,53","7 345,74",85.3%,,67,4.7%,"1,42","1,346",67,4.7%
Finland,SOUTH KOREA,SEOUL,,,,,,"472 292,94","473 893,37","7 364,77",9.6%,,13,12.3%,106,83,13,12.3%
Finland,SPAIN,MADRID,,,,,,"473 625,77","475 231,22","7 383,80",,10,,,11,10,,
Finland,SWEDEN,STOCKHOLM,,,,,,"474 958,60","476 569,07","7 402,83",,1,,,1,1,,
Finland,SWITZERLAND,BERN,,,,,,"476 291,43","477 906,91","7 421,86",100.0%,2,,,5,5,,
Finland,TANZANIA,DAR ES SALAAM,,,,,,"477 624,26","479 244,76","7 440,89",2.9%,1,61,16.4%,372,308,61,16.4%
Finland,THAILAND,BANGKOK,,,,,,"478 957,09","480 582,60","7 459,91",5.1%,23,453,4.5%,"10,078","9,61",453,4.5%
Finland,TUNISIA,TUNIS,,,,,,"480 289,91","481 920,45","7 478,94",17.2%,4,571,28.6%,"1,998","1,415",571,28.6%
Finland,TURKEY,ANKARA,,,,,,"481 622,74","483 258,30","7 497,97",65.0%,17,928,23.1%,"4,014","3,006",928,23.1%
Finland,UKRAINE,KYIV,3,3,,,,"482 955,57","484 596,14","7 517,00",5.2%,8,33,0.7%,"4,787","4,74",33,0.7%
Finland,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"484 288,40","485 933,99","7 536,03",22.3%,2,541,23.2%,"2,331","1,776",541,23.2%
Finland,UNITED KINGDOM,LONDON,1,1,,,,"485 621,23","487 271,84","7 555,06",30.3%,11,22,1.0%,"2,269","2,229",22,1.0%
Finland,USA,"LOS ANGELES, CA",,,,,,"486 954,06","488 609,68","7 574,09",28.3%,,21,5.7%,370,329,21,5.7%
Finland,USA,"NEW YORK, NY",,,,,,"488 286,89","489 947,53","7 593,11",23.1%,1,82,9.2%,895,792,82,9.2%
Finland,VIETNAM,HANOI,,,,,,"489 619,71","491 285,37","7 612,14",5.7%,20,296,21.0%,"1,407","1,09",296,21.0%
France,AFGHANISTAN,KABUL,,,,,,"490 952,54","492 623,22","7 631,17",59.1%,50,3,0.4%,677,706,3,0.4%
France,ALBANIA,TIRANA,,,,,,"492 285,37","493 961,07","7 650,20",33.3%,1,2,1.5%,137,130,2,1.5%
France,ALGERIA,ALGIERS,435,435,,,,"493 618,20","495 298,91","7 669,23",29.8%,170,123565,45.8%,"269,977","144,978","123,565",45.8%
France,ALGERIA,ANNABA,,,,,,"494 951,03","496 636,76","7 688,26",16.8%,56,65836,48.7%,"135,208","70,64","65,836",48.7%
France,ALGERIA,ORAN,1,1,,,,"496 283,86","497 974,60","7 707,29",16.6%,26,75742,54.2%,"139,836","66,033","75,742",54.2%
France,ANGOLA,LUANDA,1,1,,,,"497 616,69","499 312,45","7 726,31",12.9%,,753,37.3%,"2,018","1,226",753,37.3%
France,ARGENTINA,BUENOS AIRES,,,,,,"498 949,51","500 650,30","7 745,34",30.9%,,6,3.7%,161,152,6,3.7%
France,ARMENIA,YEREVAN,1,1,,,,"500 282,34","501 988,14","7 764,37",18.2%,2,1328,20.1%,"6,592","5,263","1,328",20.1%
France,AUSTRALIA,CANBERRA,,,,,,"501 615,17","503 325,99","7 783,40",,,,,2,2,,
France,AUSTRALIA,SYDNEY,,,,,,"502 948,00","504 663,84","7 802,43",6.6%,,52,3.2%,"1,627","1,504",52,3.2%
France,AUSTRIA,VIENNA,,,,,,"504 280,83","506 001,68","7 821,46",,,13,20.6%,63,49,13,20.6%
France,AZERBAIJAN,BAKU,,,,,,"505 613,66","507 339,53","7 840,49",30.9%,,1578,9.3%,"16,995","14,899","1,578",9.3%
France,BAHRAIN,MANAMA,,,,,,"506 946,49","508 677,37","7 859,51",43.0%,2,185,2.2%,"8,557","8,338",185,2.2%
France,BANGLADESH,DHAKA,1,,,1,100.0%,"508 279,31","510 015,22","7 878,54",9.9%,95,1748,34.6%,"5,049","3,229","1,749",34.6%
France,BELARUS,MINSK,2,2,,,,"509 612,14","511 353,07","7 897,57",34.8%,,208,1.8%,"11,815","11,526",208,1.8%
France,BELGIUM,BRUSSELS,,,,,,"510 944,97","512 690,91","7 916,60",6.1%,,2,5.3%,38,33,2,5.3%
France,BENIN,COTONOU,,,,,,"512 277,80","514 028,76","7 935,63",23.7%,1,1401,12.5%,"11,229","9,695","1,401",12.5%
France,BOLIVIA,LA PAZ,,,,,,"513 610,63","515 366,60","7 954,66",20.0%,,1,0.7%,137,135,1,0.7%
France,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,"514 943,46","516 704,45","7 973,69",21.1%,,2,8.7%,23,19,2,8.7%
France,BRAZIL,BRASILIA,4,3,,,,"516 276,29","518 042,30","7 992,71",31.7%,,54,9.6%,568,511,54,9.5%
France,BRAZIL,RIO DE JANEIRO,3,3,,,,"517 609,11","519 380,14","8 011,74",8.1%,,14,6.4%,222,200,14,6.3%
France,BRAZIL,SAO PAULO,3,,,5,166.7%,"518 941,94","520 717,99","8 030,77",8.9%,,51,22.8%,227,169,56,24.7%
France,BULGARIA,SOFIA,,,,,,"520 274,77","522 055,84","8 049,80",2.0%,,15,5.6%,270,245,15,5.6%
France,BURKINA FASO,OUAGADOUGOU,,,,,,"521 607,60","523 393,68","8 068,83",30.9%,,1713,14.6%,"11,769","9,69","1,713",14.6%
France,BURUNDI,BUJUMBURA,,,,,,"522 940,43","524 731,53","8 087,86",,,2,3.5%,57,53,2,3.5%
France,CAMBODIA,PHNOM PENH,3,3,,,,"524 273,26","526 069,37","8 106,89",17.2%,,1020,13.2%,"7,727","6,613","1,02",13.2%
